DATE,FEDFUNDS,,,,,
1987/3/1,6.13,0.0613,,0.0725,,0.0112
1987/4/1,6.37,0.0637,,0.0802,,0.0165
1987/5/1,6.85,0.0685,,0.0861,,0.0176
1987/6/1,6.73,0.0673,,0.084,,0.0167
1987/7/1,6.58,0.0658,,0.0845,,0.0187
1987/8/1,6.73,0.0673,,0.0876,,0.0203
1987/9/1,7.22,0.0722,,0.0942,,0.022
1987/10/1,7.29,0.0729,,0.0952,,0.0223
1987/11/1,6.69,0.0669,,0.0886,,0.0217
1987/12/1,6.77,0.0677,,0.0899,,0.0222
1988/1/1,6.83,0.0683,,0.0867,,0.0184
1988/2/1,6.58,0.0658,,0.0821,,0.0163
1988/3/1,6.58,0.0658,,0.0837,,0.0179
1988/4/1,6.87,0.0687,,0.0872,,0.0185
1988/5/1,7.09,0.0709,,0.0909,,0.02
1988/6/1,7.51,0.0751,,0.0892,,0.0141
1988/7/1,7.75,0.0775,,0.0906,,0.0131
1988/8/1,8.01,0.0801,,0.0926,,0.0125
1988/9/1,8.19,0.0819,,0.0898,,0.0079
1988/10/1,8.3,0.083,,0.088,,0.005
1988/11/1,8.35,0.0835,,0.0896,,0.0061
1988/12/1,8.76,0.0876,,0.0911,,0.0035
1989/1/1,9.12,0.0912,,0.0909,,-0.0003
1989/2/1,9.36,0.0936,,0.0917,,-0.0019
1989/3/1,9.85,0.0985,,0.0936,,-0.0049
1989/4/1,9.84,0.0984,,0.0918,,-0.0066
1989/5/1,9.81,0.0981,,0.0886,,-0.0095
1989/6/1,9.53,0.0953,,0.0828,,-0.0125
1989/7/1,9.24,0.0924,,0.0802,,-0.0122
1989/8/1,8.99,0.0899,,0.0811,,-0.0088
1989/9/1,9.02,0.0902,,0.0819,,-0.0083
1989/10/1,8.84,0.0884,,0.0801,,-0.0083
1989/11/1,8.55,0.0855,,0.0787,,-0.0068
1989/12/1,8.45,0.0845,,0.0784,,-0.0061
1990/1/1,8.23,0.0823,,0.0821,,-0.0002
1990/2/1,8.24,0.0824,,0.0847,,0.0023
1990/3/1,8.28,0.0828,,0.0859,,0.0031
1990/4/1,8.26,0.0826,,0.0879,,0.0053
1990/5/1,8.18,0.0818,,0.0876,,0.0058
1990/6/1,8.29,0.0829,,0.0848,,0.0019
1990/7/1,8.15,0.0815,,0.0847,,0.0032
1990/8/1,8.13,0.0813,,0.0875,,0.0062
1990/9/1,8.2,0.082,,0.0889,,0.0069
1990/10/1,8.11,0.0811,,0.0872,,0.0061
1990/11/1,7.81,0.0781,,0.0839,,0.0058
1990/12/1,7.31,0.0731,,0.0807,,0.0076
1991/1/1,6.91,0.0691,,0.0809,,0.0118
1991/2/1,6.25,0.0625,,0.0785,,0.016
1991/3/1,6.12,0.0612,,0.0811,,0.0199
1991/4/1,5.91,0.0591,,0.0804,,0.0213
1991/5/1,5.78,0.0578,,0.0807,,0.0229
1991/6/1,5.9,0.059,,0.0828,,0.0238
1991/7/1,5.82,0.0582,,0.0827,,0.0245
1991/8/1,5.66,0.0566,,0.079,,0.0224
1991/9/1,5.45,0.0545,,0.0765,,0.022
1991/10/1,5.21,0.0521,,0.0753,,0.0232
1991/11/1,4.81,0.0481,,0.0742,,0.0261
1991/12/1,4.43,0.0443,,0.0709,,0.0266
1992/1/1,4.03,0.0403,,0.0703,,0.03
1992/2/1,4.06,0.0406,,0.0734,,0.0328
1992/3/1,3.98,0.0398,,0.0754,,0.0356
1992/4/1,3.73,0.0373,,0.0748,,0.0375
1992/5/1,3.82,0.0382,,0.0739,,0.0357
1992/6/1,3.76,0.0376,,0.0726,,0.035
1992/7/1,3.25,0.0325,,0.0684,,0.0359
1992/8/1,3.3,0.033,,0.0659,,0.0329
1992/9/1,3.22,0.0322,,0.0642,,0.032
1992/10/1,3.1,0.031,,0.0659,,0.0349
1992/11/1,3.09,0.0309,,0.0687,,0.0378
1992/12/1,2.92,0.0292,,0.0677,,0.0385
1993/1/1,3.02,0.0302,,0.066,,0.0358
1993/2/1,3.03,0.0303,,0.0626,,0.0323
1993/3/1,3.07,0.0307,,0.0598,,0.0291
1993/4/1,2.96,0.0296,,0.0597,,0.0301
1993/5/1,3,0.03,,0.0604,,0.0304
1993/6/1,3.04,0.0304,,0.0596,,0.0292
1993/7/1,3.06,0.0306,,0.0581,,0.0275
1993/8/1,3.03,0.0303,,0.0568,,0.0265
1993/9/1,3.09,0.0309,,0.0536,,0.0227
1993/10/1,2.99,0.0299,,0.0533,,0.0234
1993/11/1,3.02,0.0302,,0.0572,,0.027
1993/12/1,2.96,0.0296,,0.0577,,0.0281
1994/1/1,3.05,0.0305,,0.0575,,0.027
1994/2/1,3.25,0.0325,,0.0597,,0.0272
1994/3/1,3.34,0.0334,,0.0648,,0.0314
1994/4/1,3.56,0.0356,,0.0697,,0.0341
1994/5/1,4.01,0.0401,,0.0718,,0.0317
1994/6/1,4.25,0.0425,,0.071,,0.0285
1994/7/1,4.26,0.0426,,0.073,,0.0304
1994/8/1,4.47,0.0447,,0.0724,,0.0277
1994/9/1,4.73,0.0473,,0.0746,,0.0273
1994/10/1,4.76,0.0476,,0.0774,,0.0298
1994/11/1,5.29,0.0529,,0.0795,,0.0266
1994/12/1,5.45,0.0545,,0.0781,,0.0236
1995/1/1,5.53,0.0553,,0.0778,,0.0225
1995/2/1,5.92,0.0592,,0.0747,,0.0155
1995/3/1,5.98,0.0598,,0.072,,0.0122
1995/4/1,6.05,0.0605,,0.0706,,0.0101
1995/5/1,6.01,0.0601,,0.0663,,0.0062
1995/6/1,6,0.06,,0.0617,,0.0017
1995/7/1,5.85,0.0585,,0.0628,,0.0043
1995/8/1,5.74,0.0574,,0.0649,,0.0075
1995/9/1,5.8,0.058,,0.062,,0.004
1995/10/1,5.76,0.0576,,0.0604,,0.0028
1995/11/1,5.8,0.058,,0.0593,,0.0013
1995/12/1,5.6,0.056,,0.0571,,0.0011
1996/1/1,5.56,0.0556,,0.0565,,0.0009
1996/2/1,5.22,0.0522,,0.0581,,0.0059
1996/3/1,5.31,0.0531,,0.0627,,0.0096
1996/4/1,5.22,0.0522,,0.0651,,0.0129
1996/5/1,5.24,0.0524,,0.0674,,0.015
1996/6/1,5.27,0.0527,,0.0691,,0.0164
1996/7/1,5.4,0.054,,0.0687,,0.0147
1996/8/1,5.22,0.0522,,0.0664,,0.0142
1996/9/1,5.3,0.053,,0.0683,,0.0153
1996/10/1,5.24,0.0524,,0.0653,,0.0129
1996/11/1,5.31,0.0531,,0.062,,0.0089
1996/12/1,5.29,0.0529,,0.063,,0.0101
1997/1/1,5.25,0.0525,,0.0658,,0.0133
1997/2/1,5.19,0.0519,,0.0642,,0.0123
1997/3/1,5.39,0.0539,,0.0669,,0.013
1997/4/1,5.51,0.0551,,0.0689,,0.0138
1997/5/1,5.5,0.055,,0.0671,,0.0121
1997/6/1,5.56,0.0556,,0.0649,,0.0093
1997/7/1,5.52,0.0552,,0.0622,,0.007
1997/8/1,5.54,0.0554,,0.063,,0.0076
1997/9/1,5.54,0.0554,,0.0621,,0.0067
1997/10/1,5.5,0.055,,0.0603,,0.0053
1997/11/1,5.52,0.0552,,0.0588,,0.0036
1997/12/1,5.5,0.055,,0.0581,,0.0031
1998/1/1,5.56,0.0556,,0.0554,,-0.0002
1998/2/1,5.51,0.0551,,0.0557,,0.0006
1998/3/1,5.49,0.0549,,0.0565,,0.0016
1998/4/1,5.45,0.0545,,0.0564,,0.0019
1998/5/1,5.49,0.0549,,0.0565,,0.0016
1998/6/1,5.56,0.0556,,0.055,,-0.0006
1998/7/1,5.54,0.0554,,0.0546,,-0.0008
1998/8/1,5.55,0.0555,,0.0534,,-0.0021
1998/9/1,5.51,0.0551,,0.0481,,-0.007
1998/10/1,5.07,0.0507,,0.0453,,-0.0054
1998/11/1,4.83,0.0483,,0.0483,,0
1998/12/1,4.68,0.0468,,0.0464,,-0.0004
1999/1/1,4.63,0.0463,,0.0472,,0.0009
1999/2/1,4.76,0.0476,,0.05,,0.0024
1999/3/1,4.81,0.0481,,0.0523,,0.0042
1999/4/1,4.74,0.0474,,0.0518,,0.0044
1999/5/1,4.74,0.0474,,0.0554,,0.008
1999/6/1,4.76,0.0476,,0.059,,0.0114
1999/7/1,4.99,0.0499,,0.0579,,0.008
1999/8/1,5.07,0.0507,,0.0594,,0.0087
1999/9/1,5.22,0.0522,,0.0592,,0.007
1999/10/1,5.2,0.052,,0.0611,,0.0091
1999/11/1,5.42,0.0542,,0.0603,,0.0061
1999/12/1,5.3,0.053,,0.0628,,0.0098
2000/1/1,5.45,0.0545,,0.0666,,0.0121
2000/2/1,5.73,0.0573,,0.0652,,0.0079
2000/3/1,5.85,0.0585,,0.0626,,0.0041
2000/4/1,6.02,0.0602,,0.0599,,-0.0003
2000/5/1,6.27,0.0627,,0.0644,,0.0017
2000/6/1,6.53,0.0653,,0.061,,-0.0043
2000/7/1,6.54,0.0654,,0.0605,,-0.0049
2000/8/1,6.5,0.065,,0.0583,,-0.0067
2000/9/1,6.52,0.0652,,0.058,,-0.0072
2000/10/1,6.51,0.0651,,0.0574,,-0.0077
2000/11/1,6.51,0.0651,,0.0572,,-0.0079
2000/12/1,6.4,0.064,,0.0524,,-0.0116
2001/1/1,5.98,0.0598,,0.0516,,-0.0082
2001/2/1,5.49,0.0549,,0.051,,-0.0039
2001/3/1,5.31,0.0531,,0.0489,,-0.0042
2001/4/1,4.8,0.048,,0.0514,,0.0034
2001/5/1,4.21,0.0421,,0.0539,,0.0118
2001/6/1,3.97,0.0397,,0.0528,,0.0131
2001/7/1,3.77,0.0377,,0.0524,,0.0147
2001/8/1,3.65,0.0365,,0.0497,,0.0132
2001/9/1,3.07,0.0307,,0.0473,,0.0166
2001/10/1,2.49,0.0249,,0.0457,,0.0208
2001/11/1,2.09,0.0209,,0.0465,,0.0256
2001/12/1,1.82,0.0182,,0.0509,,0.0327
2002/1/1,1.73,0.0173,,0.0504,,0.0331
2002/2/1,1.74,0.0174,,0.0491,,0.0317
2002/3/1,1.73,0.0173,,0.0528,,0.0355
2002/4/1,1.75,0.0175,,0.0521,,0.0346
2002/5/1,1.75,0.0175,,0.0516,,0.0341
2002/6/1,1.75,0.0175,,0.0493,,0.0318
2002/7/1,1.73,0.0173,,0.0465,,0.0292
2002/8/1,1.74,0.0174,,0.0426,,0.0252
2002/9/1,1.75,0.0175,,0.0387,,0.0212
2002/10/1,1.75,0.0175,,0.0394,,0.0219
2002/11/1,1.34,0.0134,,0.0405,,0.0271
2002/12/1,1.24,0.0124,,0.0403,,0.0279
2003/1/1,1.24,0.0124,,0.0405,,0.0281
2003/2/1,1.26,0.0126,,0.039,,0.0264
2003/3/1,1.25,0.0125,,0.0381,,0.0256
2003/4/1,1.26,0.0126,,0.0396,,0.027
2003/5/1,1.26,0.0126,,0.0357,,0.0231
2003/6/1,1.22,0.0122,,0.0333,,0.0211
2003/7/1,1.01,0.0101,,0.0398,,0.0297
2003/8/1,1.03,0.0103,,0.0445,,0.0342
2003/9/1,1.01,0.0101,,0.0427,,0.0326
2003/10/1,1.01,0.0101,,0.0429,,0.0328
2003/11/1,1,0.01,,0.043,,0.033
2003/12/1,0.98,0.0098,,0.0427,,0.0329
2004/1/1,1,0.01,,0.0415,,0.0315
2004/2/1,1.01,0.0101,,0.0408,,0.0307
2004/3/1,1,0.01,,0.0383,,0.0283
2004/4/1,1,0.01,,0.0435,,0.0335
2004/5/1,1,0.01,,0.0472,,0.0372
2004/6/1,1.03,0.0103,,0.0473,,0.037
2004/7/1,1.26,0.0126,,0.045,,0.0324
2004/8/1,1.43,0.0143,,0.0428,,0.0285
2004/9/1,1.61,0.0161,,0.0413,,0.0252
2004/10/1,1.76,0.0176,,0.041,,0.0234
2004/11/1,1.93,0.0193,,0.0419,,0.0226
2004/12/1,2.16,0.0216,,0.0423,,0.0207
2005/1/1,2.28,0.0228,,0.0422,,0.0194
2005/2/1,2.5,0.025,,0.0417,,0.0167
2005/3/1,2.63,0.0263,,0.045,,0.0187
2005/4/1,2.79,0.0279,,0.0434,,0.0155
2005/5/1,3,0.03,,0.0414,,0.0114
2005/6/1,3.04,0.0304,,0.04,,0.0096
2005/7/1,3.26,0.0326,,0.0418,,0.0092
2005/8/1,3.5,0.035,,0.0426,,0.0076
2005/9/1,3.62,0.0362,,0.042,,0.0058
2005/10/1,3.78,0.0378,,0.0446,,0.0068
2005/11/1,4,0.04,,0.0453,,0.0053
2005/12/1,4.16,0.0416,,0.0447,,0.0031
2006/1/1,4.29,0.0429,,0.0442,,0.0013
2006/2/1,4.49,0.0449,,0.0457,,0.0008
2006/3/1,4.59,0.0459,,0.0472,,0.0013
2006/4/1,4.79,0.0479,,0.0499,,0.002
2006/5/1,4.94,0.0494,,0.0511,,0.0017
2006/6/1,4.99,0.0499,,0.0511,,0.0012
2006/7/1,5.24,0.0524,,0.0509,,-0.0015
2006/8/1,5.25,0.0525,,0.0488,,-0.0037
2006/9/1,5.25,0.0525,,0.0472,,-0.0053
2006/10/1,5.25,0.0525,,0.0473,,-0.0052
2006/11/1,5.25,0.0525,,0.046,,-0.0065
2006/12/1,5.24,0.0524,,0.0456,,-0.0068
2007/1/1,5.25,0.0525,,0.0476,,-0.0049
2007/2/1,5.26,0.0526,,0.0472,,-0.0054
2007/3/1,5.26,0.0526,,0.0456,,-0.007
2007/4/1,5.25,0.0525,,0.0469,,-0.0056
2007/5/1,5.25,0.0525,,0.0475,,-0.005
2007/6/1,5.25,0.0525,,0.051,,-0.0015
2007/7/1,5.26,0.0526,,0.05,,-0.0026
2007/8/1,5.02,0.0502,,0.0467,,-0.0035
2007/9/1,4.94,0.0494,,0.0452,,-0.0042
2007/10/1,4.76,0.0476,,0.0453,,-0.0023
2007/11/1,4.49,0.0449,,0.0415,,-0.0034
2007/12/1,4.24,0.0424,,0.041,,-0.0014
2008/1/1,3.94,0.0394,,0.0374,,-0.002
2008/2/1,2.98,0.0298,,0.0374,,0.0076
2008/3/1,2.61,0.0261,,0.0351,,0.009
2008/4/1,2.28,0.0228,,0.0367,,0.0139
2008/5/1,1.98,0.0198,,0.0388,,0.019
2008/6/1,2,0.02,,0.041,,0.021
2008/7/1,2.01,0.0201,,0.0401,,0.02
2008/8/1,2,0.02,,0.0389,,0.0189
2008/9/1,1.81,0.0181,,0.0369,,0.0188
2008/10/1,0.97,0.0097,,0.0381,,0.0284
2008/11/1,0.39,0.0039,,0.0353,,0.0314
2008/12/1,0.16,0.0016,,0.0242,,0.0226
2009/1/1,0.15,0.0015,,0.0252,,0.0237
2009/2/1,0.22,0.0022,,0.0287,,0.0265
2009/3/1,0.18,0.0018,,0.0282,,0.0264
2009/4/1,0.15,0.0015,,0.0293,,0.0278
2009/5/1,0.18,0.0018,,0.0329,,0.0311
2009/6/1,0.21,0.0021,,0.0372,,0.0351
2009/7/1,0.16,0.0016,,0.0356,,0.034
2009/8/1,0.16,0.0016,,0.0359,,0.0343
2009/9/1,0.15,0.0015,,0.034,,0.0325
2009/10/1,0.12,0.0012,,0.0339,,0.0327
2009/11/1,0.12,0.0012,,0.034,,0.0328
2009/12/1,0.12,0.0012,,0.0359,,0.0347
2010/1/1,0.11,0.0011,,0.0373,,0.0362
2010/2/1,0.13,0.0013,,0.0369,,0.0356
2010/3/1,0.16,0.0016,,0.0373,,0.0357
2010/4/1,0.2,0.002,,0.0385,,0.0365
2010/5/1,0.2,0.002,,0.0342,,0.0322
2010/6/1,0.18,0.0018,,0.032,,0.0302
2010/7/1,0.18,0.0018,,0.0301,,0.0283
2010/8/1,0.19,0.0019,,0.027,,0.0251
2010/9/1,0.19,0.0019,,0.0265,,0.0246
2010/10/1,0.19,0.0019,,0.0254,,0.0235
2010/11/1,0.19,0.0019,,0.0276,,0.0257
2010/12/1,0.18,0.0018,,0.0329,,0.0311
2011/1/1,0.17,0.0017,,0.0339,,0.0322
2011/2/1,0.16,0.0016,,0.0358,,0.0342
2011/3/1,0.14,0.0014,,0.0341,,0.0327
2011/4/1,0.1,0.001,,0.0345,,0.0335
2011/5/1,0.09,0.0009,,0.0317,,0.0308
2011/6/1,0.09,0.0009,,0.03,,0.0291
2011/7/1,0.07,0.0007,,0.03,,0.0293
2011/8/1,0.1,0.001,,0.023,,0.022
2011/9/1,0.08,0.0008,,0.0198,,0.019
2011/10/1,0.07,0.0007,,0.0215,,0.0208
2011/11/1,0.08,0.0008,,0.0201,,0.0193
2011/12/1,0.07,0.0007,,0.0198,,0.0191
2012/1/1,0.08,0.0008,,0.0197,,0.0189
2012/2/1,0.1,0.001,,0.0197,,0.0187
2012/3/1,0.13,0.0013,,0.0217,,0.0204
2012/4/1,0.14,0.0014,,0.0205,,0.0191
2012/5/1,0.16,0.0016,,0.018,,0.0164
2012/6/1,0.16,0.0016,,0.0162,,0.0146
2012/7/1,0.16,0.0016,,0.0153,,0.0137
2012/8/1,0.13,0.0013,,0.0168,,0.0155
2012/9/1,0.14,0.0014,,0.0172,,0.0158
2012/10/1,0.16,0.0016,,0.0175,,0.0159
2012/11/1,0.16,0.0016,,0.0165,,0.0149
2012/12/1,0.16,0.0016,,0.0172,,0.0156
2013/1/1,0.14,0.0014,,0.0191,,0.0177
2013/2/1,0.15,0.0015,,0.0198,,0.0183
2013/3/1,0.14,0.0014,,0.0196,,0.0182
2013/4/1,0.15,0.0015,,0.0176,,0.0161
2013/5/1,0.11,0.0011,,0.0193,,0.0182
2013/6/1,0.09,0.0009,,0.023,,0.0221
2013/7/1,0.09,0.0009,,0.0258,,0.0249
2013/8/1,0.08,0.0008,,0.0274,,0.0266
2013/9/1,0.08,0.0008,,0.0281,,0.0273
2013/10/1,0.09,0.0009,,0.0262,,0.0253
2013/11/1,0.08,0.0008,,0.0272,,0.0264
2013/12/1,0.09,0.0009,,0.029,,0.0281
2014/1/1,0.07,0.0007,,0.0286,,0.0279
2014/2/1,0.07,0.0007,,0.0271,,0.0264
2014/3/1,0.08,0.0008,,0.0272,,0.0264
2014/4/1,0.09,0.0009,,0.0271,,0.0262
2014/5/1,0.09,0.0009,,0.0256,,0.0247
2014/6/1,0.1,0.001,,0.026,,0.025
2014/7/1,0.09,0.0009,,0.0254,,0.0245
2014/8/1,0.09,0.0009,,0.0242,,0.0233
2014/9/1,0.09,0.0009,,0.0253,,0.0244
2014/10/1,0.09,0.0009,,0.023,,0.0221
2014/11/1,0.09,0.0009,,0.0233,,0.0224
2014/12/1,0.12,0.0012,,0.0221,,0.0209
2015/1/1,0.11,0.0011,,0.0188,,0.0177
2015/2/1,0.11,0.0011,,0.0198,,0.0187
2015/3/1,0.11,0.0011,,0.0204,,0.0193
2015/4/1,0.12,0.0012,,0.0193,,0.0181
2015/5/1,0.12,0.0012,,0.022,,0.0208
2015/6/1,0.13,0.0013,,0.0236,,0.0223
2015/7/1,0.13,0.0013,,0.0232,,0.0219
2015/8/1,0.14,0.0014,,0.0217,,0.0203
2015/9/1,0.14,0.0014,,0.0217,,0.0203
2015/10/1,0.12,0.0012,,0.0207,,0.0195
2015/11/1,0.12,0.0012,,0.0226,,0.0214
2015/12/1,0.24,0.0024,,0.0224,,0.02
2016/1/1,0.34,0.0034,,0.0209,,0.0175
2016/2/1,0.38,0.0038,,0.0178,,0.014
2016/3/1,0.36,0.0036,,0.0189,,0.0153
2016/4/1,0.37,0.0037,,0.0181,,0.0144
2016/5/1,0.37,0.0037,,0.0181,,0.0144
2016/6/1,0.38,0.0038,,0.0164,,0.0126
2016/7/1,0.39,0.0039,,0.015,,0.0111
2016/8/1,0.4,0.004,,0.0156,,0.0116
2016/9/1,0.4,0.004,,0.0163,,0.0123
2016/10/1,0.4,0.004,,0.0176,,0.0136
2016/11/1,0.41,0.0041,,0.0214,,0.0173
2016/12/1,0.54,0.0054,,0.0249,,0.0195
2017/1/1,0.65,0.0065,,0.0243,,0.0178
2017/2/1,0.66,0.0066,,0.0242,,0.0176
2017/3/1,0.79,0.0079,,0.0248,,0.0169
2017/4/1,0.9,0.009,,0.0218,,0.0128
2017/5/1,0.91,0.0091,,0.023,,0.0139
2017/6/1,1.04,0.0104,,0.0219,,0.0115
2017/7/1,1.15,0.0115,,0.0232,,0.0117
2017/8/1,1.16,0.0116,,0.0221,,0.0105
2017/9/1,1.15,0.0115,,0.022,,0.0105
2017/10/1,1.15,0.0115,,0.0236,,0.0121
2017/11/1,1.16,0.0116,,0.0235,,0.0119
2017/12/1,1.3,0.013,,0.024,,0.011
2018/1/1,1.41,0.0141,,0.0258,,0.0117
2018/2/1,1.42,0.0142,,0.0286,,0.0144
2018/3/1,1.51,0.0151,,0.0284,,0.0133
2018/4/1,1.69,0.0169,,0.0287,,0.0118
2018/5/1,1.7,0.017,,0.0298,,0.0128
2018/6/1,1.82,0.0182,,0.0291,,0.0109
2018/7/1,1.91,0.0191,,0.0289,,0.0098
2018/8/1,1.91,0.0191,,0.0289,,0.0098
2018/9/1,1.95,0.0195,,0.03,,0.0105
2018/10/1,2.19,0.0219,,0.0315,,0.0096
2018/11/1,2.2,0.022,,0.0312,,0.0092
2018/12/1,2.27,0.0227,,0.0283,,0.0056
2019/1/1,2.4,0.024,,0.0271,,0.0031
2019/2/1,2.4,0.024,,0.0268,,0.0028
2019/3/1,2.41,0.0241,,0.0257,,0.0016
2019/4/1,2.42,0.0242,,0.0253,,0.0011
2019/5/1,2.39,0.0239,,0.0239,,0
2019/6/1,2.38,0.0238,,0.0207,,-0.0031
2019/7/1,2.4,0.024,,0.0206,,-0.0034
2019/8/1,2.13,0.0213,,0.0163,,-0.005
2019/9/1,2.04,0.0204,,0.017,,-0.0034
2019/10/1,1.83,0.0183,,0.0171,,-0.0012
2019/11/1,1.55,0.0155,,0.0181,,0.0026
2019/12/1,1.55,0.0155,,0.0186,,0.0031
2020/1/1,1.55,0.0155,,0.0176,,0.0021
